model,feature,gini_observed,gini_boot_mean,gini_boot_ci_low,gini_boot_ci_high,null_mean,null_q95,p_altmann,p_altmann_bh,perm_mean,perm_ci_low,perm_ci_high,perm_ci_excludes_zero
RFR,fraction_exposed_exposed_n,0.005577818030531377,0.0035242238469957547,0.00058946696777851,0.01654771105943934,0.008893816293979057,0.01284480897542117,0.9850074962518741,1.0,9.208897039522968e-05,-0.00037976890495144305,0.0005013188027866212,False
RFR,instability_index,0.005396084088874741,0.0041029012770111015,0.0006467874309662775,0.015470753316281302,0.008827461623463982,0.012839312764670607,0.9900049975012494,1.0,3.562866979162083e-07,-0.0004640144305168122,0.00047971327471509577,False
RFR,fraction_exposed_exposed_s,0.005373632207976948,0.004319815889707222,0.000534276007119855,0.017993743513883727,0.009422571099307537,0.014245358301524161,0.9910044977511244,1.0,-9.635691628959213e-05,-0.0008800628659206506,0.00034347561045072425,False
RFR,frac_aa_i,0.0053573745108735325,0.0040532286959620665,0.0005912142503413751,0.015700447151041696,0.009432843349014198,0.013876087586842382,0.9920039980009995,1.0,0.0002677025779351152,-0.0003318244501071731,0.0016513125603329433,False
RFR,ligand_citrate,0.005349465622694681,0.00882255859081422,0.00239051976647346,0.0260975763450884,0.012035259129484131,0.01778836247899511,0.9995002498750625,1.0,0.00028838907471190746,-0.0004540524355072826,0.001092146944887946,False
RFR,frac_aa_f,0.005322542820600336,0.006005642141380998,0.00049048733344704,0.035695652945336914,0.008950118804256415,0.013201159461782056,0.9900049975012494,1.0,0.0008645028141019327,-0.0008371551919649324,0.003082910965698477,False
RFR,frac_aa_v,0.005124828142358362,0.008495890091464179,0.0007359224793572851,0.045077403016961524,0.00879631158429909,0.012872862512118553,0.9945027486256871,1.0,-0.0004264022795546478,-0.006168447063785396,0.001640989148734572,False
RFR,mass,0.004973103138338581,0.0027094552220560324,0.0005490975235644625,0.008853177097344503,0.0040432202256812525,0.005839972328631144,0.17991004497751126,1.0,6.615267248084325e-05,-0.0006736809248107302,0.0005963877762782035,False
RFR,fraction_exposed_exposed_e,0.004223413798022671,0.009066220380464764,0.0008440492815061075,0.045415483625221006,0.007689151558497712,0.011632003861664846,0.9940029985007496,1.0,0.0008511711393459834,-5.2549247052350794e-05,0.003545003312372135,False
RFR,flexibility_std,0.0042158119980684,0.0025742012038034437,0.0006057583594284151,0.010777987125239629,0.008454046556703525,0.012165943111466028,1.0,1.0,0.00015085215951613794,-0.00036070267017307076,0.0012526308624578118,False
RFR,frac_aa_c,0.004203430628578591,0.00688798074087992,0.0011201986800172127,0.023905951454020698,0.010401849727167784,0.01547971421715395,1.0,1.0,0.0002330176225123317,-0.00784698058648816,0.00492515179755817,False
RFR,molecular_weight,0.004143987432030497,0.0026681141160903037,0.0005157183393899475,0.008234571597221081,0.00405350754234668,0.005855619377970305,0.42628685657171417,1.0,2.075117728468162e-05,-0.00039890644299313895,0.0004522878014041938,False
RFR,length,0.00412302300776081,0.002516618918971293,0.0005447589813806475,0.008604536837182777,0.004477758647062564,0.0065788343895005165,0.5782108945527237,1.0,0.0001611361707335042,-0.0006887383290276799,0.0005628491949826469,False
RFR,fraction_exposed_exposed_t,0.003992999420426846,0.0029870749676854922,0.0006556968629051225,0.011979106203878518,0.009418196007067602,0.01335094988002656,1.0,1.0,6.221744834544962e-05,-0.0013400768009007608,0.00172944322201434,False
