model,feature_higher,feature_lower,observed_diff,p_two_sided,p_bh,ordering_resolved
RFC,secondary_structure_fraction_sheet,frac_aa_c,0.009120527794809291,0.3,0.6627906976744186,False
RFC,secondary_structure_fraction_sheet,frac_aa_r,0.00970241143690643,0.324,0.684,False
RFC,secondary_structure_fraction_sheet,fraction_exposed_exposed_k,0.009795028862411117,0.232,0.5823376623376624,False
RFC,secondary_structure_fraction_sheet,fraction_exposed_exposed_v,0.010072080213714503,0.22,0.5823376623376624,False
RFC,secondary_structure_fraction_sheet,fraction_exposed_nonpolar_total,0.010328377502715359,0.06,0.17538461538461536,False
RFC,secondary_structure_fraction_sheet,asa_sum,0.010594914796610271,0.292,0.6527058823529411,False
RFC,secondary_structure_fraction_sheet,fraction_exposed_exposed_l,0.010616165654853611,0.236,0.5823376623376624,False
RFC,secondary_structure_fraction_sheet,fraction_exposed_exposed_r,0.010985630251094296,0.156,0.43588235294117644,False
RFC,secondary_structure_fraction_sheet,frac_aa_i,0.011026549987548042,0.228,0.5823376623376624,False
RFC,secondary_structure_fraction_sheet,frac_aa_p,0.011032094523473784,0.056,0.1688888888888889,False
RFC,secondary_structure_fraction_sheet,frac_aa_s,0.011440158931313204,0.188,0.5176811594202898,False
RFC,ligand_pei,dtem,0.006151033225285738,0.0,0.0,True
RFC,ligand_pei,frac_aa_a,0.008218814733102877,0.016,0.05527272727272727,False
RFC,ligand_pei,fraction_exposed,0.008360984118148417,0.0,0.0,True
RFC,ligand_pei,nsp_secondary_structure_helix,0.008428491897197469,0.0,0.0,True
RFC,ligand_pei,frac_aa_c,0.008739049624525399,0.0,0.0,True
RFC,ligand_pei,frac_aa_r,0.009320933266622538,0.0,0.0,True
RFC,ligand_pei,fraction_exposed_exposed_k,0.009413550692127225,0.0,0.0,True
RFC,ligand_pei,fraction_exposed_exposed_v,0.009690602043430611,0.0,0.0,True
RFC,ligand_pei,fraction_exposed_nonpolar_total,0.009946899332431466,0.0,0.0,True
RFC,ligand_pei,asa_sum,0.010213436626326379,0.0,0.0,True
RFC,ligand_pei,fraction_exposed_exposed_l,0.010234687484569719,0.0,0.0,True
RFC,ligand_pei,fraction_exposed_exposed_r,0.010604152080810404,0.0,0.0,True
RFC,ligand_pei,frac_aa_i,0.01064507181726415,0.0,0.0,True
RFC,ligand_pei,frac_aa_p,0.010650616353189892,0.0,0.0,True
RFC,ligand_pei,frac_aa_s,0.011058680761029312,0.0,0.0,True
RFC,dtem,frac_aa_a,0.0020677815078171385,0.236,0.5823376623376624,False
RFC,dtem,fraction_exposed,0.0022099508928626783,0.012,0.042222222222222223,True
RFC,dtem,nsp_secondary_structure_helix,0.0022774586719117307,0.032,0.10305084745762712,False
RFC,dtem,frac_aa_c,0.0025880163992396607,0.028,0.09172413793103448,False
RFC,dtem,frac_aa_r,0.0031699000413368,0.06,0.17538461538461536,False
RFC,dtem,fraction_exposed_exposed_k,0.003262517466841487,0.028,0.09172413793103448,False
RFC,dtem,fraction_exposed_exposed_v,0.003539568818144873,0.04,0.12459016393442623,False
RFC,dtem,fraction_exposed_nonpolar_total,0.0037958661071457282,0.0,0.0,True
RFC,dtem,asa_sum,0.004062403401040641,0.036,0.114,False
RFC,dtem,fraction_exposed_exposed_l,0.0040836542592839805,0.008,0.02867924528301887,True
RFC,dtem,fraction_exposed_exposed_r,0.004453118855524666,0.004,0.014901960784313726,True
RFC,dtem,frac_aa_i,0.004494038591978411,0.028,0.09172413793103448,False
RFC,dtem,frac_aa_p,0.004499583127904154,0.0,0.0,True
RFC,dtem,frac_aa_s,0.004907647535743574,0.004,0.014901960784313726,True
RFC,frac_aa_a,fraction_exposed,0.00014216938504553987,0.456,0.8316981132075473,False
RFC,frac_aa_a,nsp_secondary_structure_helix,0.0002096771640945922,0.728,1.0,False
RFC,frac_aa_a,frac_aa_c,0.0005202348914225222,0.62,0.9983050847457626,False
RFC,frac_aa_a,frac_aa_r,0.0011021185335196616,0.688,1.0,False
RFC,frac_aa_a,fraction_exposed_exposed_k,0.0011947359590243484,0.58,0.9752212389380531,False
RFC,frac_aa_a,fraction_exposed_exposed_v,0.0014717873103277344,0.596,0.9933333333333333,False
RFC,frac_aa_a,fraction_exposed_nonpolar_total,0.0017280845993285898,0.248,0.5964556962025316,False
RFC,frac_aa_a,asa_sum,0.0019946218932235023,0.604,0.9958620689655172,False
RFC,frac_aa_a,fraction_exposed_exposed_l,0.002015872751466842,0.536,0.9174774774774774,False
RFC,frac_aa_a,fraction_exposed_exposed_r,0.0023853373477075272,0.452,0.8316981132075473,False
RFC,frac_aa_a,frac_aa_i,0.002426257084161273,0.46,0.8316981132075473,False
RFC,frac_aa_a,frac_aa_p,0.0024318016200870155,0.284,0.6527058823529411,False
RFC,frac_aa_a,frac_aa_s,0.0028398660279264354,0.444,0.8316981132075473,False
RFC,fraction_exposed,nsp_secondary_structure_helix,6.750777904905234e-05,1.0,1.0,False
RFC,fraction_exposed,frac_aa_c,0.00037806550637698236,1.0,1.0,False
RFC,fraction_exposed,frac_aa_r,0.0009599491484741218,1.0,1.0,False
RFC,fraction_exposed,fraction_exposed_exposed_k,0.0010525665739788085,1.0,1.0,False
RFC,fraction_exposed,fraction_exposed_exposed_v,0.0013296179252821946,1.0,1.0,False
RFC,fraction_exposed,fraction_exposed_nonpolar_total,0.0015859152142830499,0.464,0.8316981132075473,False
RFC,fraction_exposed,asa_sum,0.0018524525081779625,1.0,1.0,False
RFC,fraction_exposed,fraction_exposed_exposed_l,0.0018737033664213022,1.0,1.0,False
RFC,fraction_exposed,fraction_exposed_exposed_r,0.0022431679626619874,0.952,1.0,False
RFC,fraction_exposed,frac_aa_i,0.002284087699115733,0.948,1.0,False
RFC,fraction_exposed,frac_aa_p,0.0022896322350414756,0.636,1.0,False
RFC,fraction_exposed,frac_aa_s,0.0026976966428808955,0.852,1.0,False
RFC,nsp_secondary_structure_helix,frac_aa_c,0.00031055772732793,0.92,1.0,False
RFC,nsp_secondary_structure_helix,frac_aa_r,0.0008924413694250694,1.0,1.0,False
RFC,nsp_secondary_structure_helix,fraction_exposed_exposed_k,0.0009850587949297562,0.848,1.0,False
RFC,nsp_secondary_structure_helix,fraction_exposed_exposed_v,0.0012621101462331422,0.896,1.0,False
